Player,MP,FG,FGA,3P,3PA,FT,FTA,TRB,AST,STL,BLK,TOV,PTS,Pos,height in inches,weight,3Pper min,FTper min,TRBper min,ASTper min,STLper min,BLKper min,TOVper min,PTSper min,3P per min,FT per min,TRB per min,AST per min,STL per min,BLK per min,TOV per min,PTS per min,FG%,3P%,FT%
Maceo Baston,831.0,106.0,172.0,3.0,8.0,71.0,96.0,175.0,26.0,24.0,43.0,54.0,286.0,PF,81,215.0,0.0036101083032490976,0.08543922984356198,0.21058965102286403,0.031287605294825514,0.02888086642599278,0.05174488567990373,0.06498194945848375,0.34416365824308065,0.0036101083032490976,0.08543922984356198,0.21058965102286403,0.031287605294825514,0.02888086642599278,0.05174488567990373,0.06498194945848375,0.34416365824308065,0.6162790697674418,0.375,0.7395833333333334
Maciej Lampe,1040.0,145.0,374.0,4.0,12.0,40.0,61.0,240.0,35.0,13.0,17.0,55.0,334.0,C,83,275.0,0.0038461538461538464,0.038461538461538464,0.23076923076923078,0.03365384615384615,0.0125,0.016346153846153847,0.052884615384615384,0.3211538461538462,0.0038461538461538464,0.038461538461538464,0.23076923076923078,0.03365384615384615,0.0125,0.016346153846153847,0.052884615384615384,0.3211538461538462,0.3877005347593583,0.3333333333333333,0.6557377049180327
Mack Calvin,900.0,113.0,266.0,2.0,16.0,130.0,152.0,96.0,162.0,32.0,0.0,74.0,358.0,PG,72,165.0,0.0022222222222222222,0.14444444444444443,0.10666666666666667,0.18,0.035555555555555556,0.0,0.08222222222222222,0.3977777777777778,0.0022222222222222222,0.14444444444444443,0.10666666666666667,0.18,0.035555555555555556,0.0,0.08222222222222222,0.3977777777777778,0.424812030075188,0.125,0.8552631578947368
Magic Johnson,33245.0,6211.0,11951.0,325.0,1074.0,4960.0,5850.0,6559.0,10141.0,1724.0,374.0,3506.0,17707.0,PG,81,215.0,0.009775906151300948,0.14919536772446984,0.19729282598887052,0.30503835163182436,0.05185742216874718,0.011249812001804783,0.10545946758911115,0.5326214468341104,0.009775906151300948,0.14919536772446984,0.19729282598887052,0.30503835163182436,0.05185742216874718,0.011249812001804783,0.10545946758911115,0.5326214468341104,0.5197054639779098,0.3026070763500931,0.8478632478632478
Mahmoud Abdul-Rauf,15628.0,3514.0,7943.0,474.0,1339.0,1051.0,1161.0,1087.0,2079.0,487.0,46.0,963.0,8553.0,PG,73,162.0,0.030330176606091632,0.0672510877911441,0.06955464550806245,0.13303045815203482,0.03116201689275659,0.0029434348605067826,0.06162016892756591,0.547286920911185,0.030330176606091632,0.0672510877911441,0.06955464550806245,0.13303045815203482,0.03116201689275659,0.0029434348605067826,0.06162016892756591,0.547286920911185,0.44240211506987287,0.35399551904406273,0.905254091300603
Major Jones,5063.0,678.0,1385.0,1.0,9.0,286.0,488.0,1323.0,215.0,133.0,169.0,367.0,1643.0,PF,81,225.0,0.00019751135690302193,0.05648824807426427,0.261307525182698,0.04246494173414971,0.026269010468101917,0.0333794193166107,0.07248666798340904,0.324511159391665,0.00019751135690302193,0.05648824807426427,0.261307525182698,0.04246494173414971,0.026269010468101917,0.0333794193166107,0.07248666798340904,0.324511159391665,0.48953068592057764,0.1111111111111111,0.5860655737704918
Malachi Richardson,198.0,28.0,68.0,8.0,28.0,15.0,19.0,23.0,11.0,5.0,1.0,8.0,79.0,SG,78,205.0,0.04040404040404041,0.07575757575757576,0.11616161616161616,0.05555555555555555,0.025252525252525252,0.005050505050505051,0.04040404040404041,0.398989898989899,0.04040404040404041,0.07575757575757576,0.11616161616161616,0.05555555555555555,0.025252525252525252,0.005050505050505051,0.04040404040404041,0.398989898989899,0.4117647058823529,0.2857142857142857,0.7894736842105263
Malcolm Brogdon,1982.0,290.0,635.0,78.0,193.0,109.0,126.0,213.0,317.0,84.0,12.0,113.0,767.0,SG,77,215.0,0.039354187689202826,0.0549949545913219,0.10746720484359233,0.15993945509586277,0.04238143289606458,0.006054490413723511,0.05701311806256307,0.38698284561049445,0.039354187689202826,0.0549949545913219,0.10746720484359233,0.15993945509586277,0.04238143289606458,0.006054490413723511,0.05701311806256307,0.38698284561049445,0.4566929133858268,0.40414507772020725,0.8650793650793651
Malcolm Delaney,1248.0,145.0,388.0,26.0,110.0,75.0,93.0,124.0,193.0,39.0,1.0,95.0,391.0,PG,75,190.0,0.020833333333333332,0.06009615384615385,0.09935897435897435,0.1546474358974359,0.03125,0.0008012820512820513,0.07612179487179487,0.31330128205128205,0.020833333333333332,0.06009615384615385,0.09935897435897435,0.1546474358974359,0.03125,0.0008012820512820513,0.07612179487179487,0.31330128205128205,0.37371134020618557,0.23636363636363636,0.8064516129032258
Malcolm Lee,534.0,52.0,136.0,10.0,34.0,26.0,37.0,65.0,51.0,20.0,10.0,27.0,140.0,SG,77,200.0,0.018726591760299626,0.04868913857677903,0.12172284644194757,0.09550561797752809,0.03745318352059925,0.018726591760299626,0.05056179775280899,0.26217228464419473,0.018726591760299626,0.04868913857677903,0.12172284644194757,0.09550561797752809,0.03745318352059925,0.018726591760299626,0.05056179775280899,0.26217228464419473,0.38235294117647056,0.29411764705882354,0.7027027027027027
Malcolm Mackey,69.0,14.0,37.0,0.0,2.0,4.0,8.0,24.0,1.0,0.0,3.0,2.0,32.0,C,81,248.0,0.0,0.057971014492753624,0.34782608695652173,0.014492753623188406,0.0,0.043478260869565216,0.028985507246376812,0.463768115942029,0.0,0.057971014492753624,0.34782608695652173,0.014492753623188406,0.0,0.043478260869565216,0.028985507246376812,0.463768115942029,0.3783783783783784,0.0,0.5
Malcolm Thomas,449.0,42.0,95.0,2.0,15.0,20.0,35.0,133.0,20.0,8.0,12.0,37.0,106.0,PF,81,225.0,0.004454342984409799,0.044543429844097995,0.2962138084632517,0.044543429844097995,0.017817371937639197,0.026726057906458798,0.08240534521158129,0.23608017817371937,0.004454342984409799,0.044543429844097995,0.2962138084632517,0.044543429844097995,0.017817371937639197,0.026726057906458798,0.08240534521158129,0.23608017817371937,0.4421052631578947,0.13333333333333333,0.5714285714285714
Malik Allen,8877.0,1280.0,2869.0,4.0,18.0,302.0,378.0,1648.0,290.0,158.0,273.0,383.0,2866.0,PF,82,255.0,0.0004506026810859525,0.03402050242198941,0.1856483046074124,0.03266869437873155,0.01779880590289512,0.030753632984116257,0.04314520671397995,0.32285682099808494,0.0004506026810859525,0.03402050242198941,0.1856483046074124,0.03266869437873155,0.01779880590289512,0.030753632984116257,0.04314520671397995,0.32285682099808494,0.44614848379226213,0.2222222222222222,0.798941798941799
Malik Beasley,165.0,33.0,73.0,9.0,28.0,8.0,10.0,17.0,11.0,7.0,0.0,8.0,83.0,SG,77,196.0,0.05454545454545454,0.048484848484848485,0.10303030303030303,0.06666666666666667,0.04242424242424243,0.0,0.048484848484848485,0.503030303030303,0.05454545454545454,0.048484848484848485,0.10303030303030303,0.06666666666666667,0.04242424242424243,0.0,0.048484848484848485,0.503030303030303,0.4520547945205479,0.32142857142857145,0.8
Malik Hairston,472.0,64.0,125.0,2.0,12.0,19.0,37.0,77.0,29.0,10.0,16.0,23.0,149.0,SG,78,220.0,0.00423728813559322,0.04025423728813559,0.163135593220339,0.0614406779661017,0.0211864406779661,0.03389830508474576,0.048728813559322036,0.3156779661016949,0.00423728813559322,0.04025423728813559,0.163135593220339,0.0614406779661017,0.0211864406779661,0.03389830508474576,0.048728813559322036,0.3156779661016949,0.512,0.16666666666666666,0.5135135135135135
Malik Rose,15349.0,2035.0,4676.0,15.0,96.0,1582.0,2129.0,3808.0,779.0,543.0,312.0,1197.0,5667.0,PF,79,250.0,0.000977262362368884,0.10306860381783829,0.2480943383933807,0.05075249201902404,0.0353768975177536,0.020327057137272786,0.07798553651703694,0.36920972050296436,0.000977262362368884,0.10306860381783829,0.2480943383933807,0.05075249201902404,0.0353768975177536,0.020327057137272786,0.07798553651703694,0.36920972050296436,0.43520102651839176,0.15625,0.7430718647252231
Malik Sealy,11720.0,1865.0,4375.0,158.0,541.0,1067.0,1319.0,1585.0,816.0,518.0,157.0,681.0,4955.0,SF,80,190.0,0.01348122866894198,0.09104095563139931,0.13523890784982937,0.0696245733788396,0.04419795221843004,0.013395904436860069,0.05810580204778157,0.4227815699658703,0.01348122866894198,0.09104095563139931,0.13523890784982937,0.0696245733788396,0.04419795221843004,0.013395904436860069,0.05810580204778157,0.4227815699658703,0.42628571428571427,0.2920517560073937,0.8089461713419257
Mamadou N'Diaye,1224.0,112.0,268.0,0.0,1.0,136.0,184.0,337.0,8.0,25.0,89.0,58.0,360.0,C,84,255.0,0.0,0.1111111111111111,0.27532679738562094,0.006535947712418301,0.02042483660130719,0.0727124183006536,0.04738562091503268,0.29411764705882354,0.0,0.1111111111111111,0.27532679738562094,0.006535947712418301,0.02042483660130719,0.0727124183006536,0.04738562091503268,0.29411764705882354,0.417910447761194,0.0,0.7391304347826086
Manny Harris,1594.0,199.0,524.0,53.0,150.0,124.0,168.0,253.0,129.0,48.0,14.0,101.0,575.0,SG,77,185.0,0.033249686323713924,0.07779171894604768,0.1587202007528231,0.0809284818067754,0.030112923462986198,0.00878293601003764,0.06336260978670012,0.3607277289836888,0.033249686323713924,0.07779171894604768,0.1587202007528231,0.0809284818067754,0.030112923462986198,0.00878293601003764,0.06336260978670012,0.3607277289836888,0.3797709923664122,0.35333333333333333,0.7380952380952381
Manu Ginobili,25560.0,4383.0,9799.0,1431.0,3863.0,3270.0,3958.0,3555.0,3838.0,1349.0,303.0,2011.0,13467.0,SG,78,205.0,0.05598591549295775,0.12793427230046947,0.13908450704225353,0.1501564945226917,0.05277777777777778,0.011854460093896714,0.07867762128325509,0.5268779342723005,0.05598591549295775,0.12793427230046947,0.13908450704225353,0.1501564945226917,0.05277777777777778,0.011854460093896714,0.07867762128325509,0.5268779342723005,0.4472905398510052,0.3704374838208646,0.8261748357756442
Manute Bol,11814.0,669.0,1654.0,43.0,208.0,226.0,403.0,2665.0,172.0,128.0,2102.0,456.0,1607.0,C,91,200.0,0.0036397494498053157,0.019129845945488402,0.22557982055188758,0.014558997799221263,0.010834603013373963,0.17792449636025054,0.038598273235144746,0.13602505501946843,0.0036397494498053157,0.019129845945488402,0.22557982055188758,0.014558997799221263,0.010834603013373963,0.17792449636025054,0.038598273235144746,0.13602505501946843,0.40447400241837966,0.20673076923076922,0.5607940446650124
MarShon Brooks,3192.0,543.0,1225.0,88.0,255.0,246.0,330.0,412.0,257.0,114.0,39.0,235.0,1420.0,SG,77,200.0,0.02756892230576441,0.07706766917293233,0.12907268170426064,0.08051378446115288,0.03571428571428571,0.012218045112781954,0.07362155388471178,0.4448621553884712,0.02756892230576441,0.07706766917293233,0.12907268170426064,0.08051378446115288,0.03571428571428571,0.012218045112781954,0.07362155388471178,0.4448621553884712,0.44326530612244897,0.34509803921568627,0.7454545454545455
Marc Gasol,21721.0,3604.0,7262.0,116.0,334.0,2268.0,2936.0,4893.0,2086.0,594.0,971.0,1294.0,9592.0,C,85,255.0,0.0053404539385847796,0.1044150821785369,0.2252658717370287,0.09603609410248147,0.027346807237235853,0.04470328253763639,0.05957368445283366,0.4416002946457345,0.0053404539385847796,0.1044150821785369,0.2252658717370287,0.09603609410248147,0.027346807237235853,0.04470328253763639,0.05957368445283366,0.4416002946457345,0.496282015973561,0.3473053892215569,0.7724795640326976
Marc Iavaroni,10719.0,1171.0,2557.0,0.0,23.0,693.0,989.0,2238.0,715.0,252.0,252.0,830.0,3035.0,PF,80,210.0,0.0,0.06465155331654072,0.2087881332213826,0.06670398358055789,0.023509655751469353,0.023509655751469353,0.07743259632428398,0.2831420841496408,0.0,0.06465155331654072,0.2087881332213826,0.06670398358055789,0.023509655751469353,0.023509655751469353,0.07743259632428398,0.2831420841496408,0.45795854517012125,0.0,0.7007077856420627
Marc Jackson,9094.0,1428.0,3213.0,8.0,34.0,975.0,1198.0,2000.0,369.0,171.0,116.0,562.0,3839.0,C,82,270.0,0.0008797009016934242,0.10721354739388608,0.21992522542335605,0.04057620409060919,0.018803606773696944,0.012755663074554651,0.06179898834396305,0.42214647020013196,0.0008797009016934242,0.10721354739388608,0.21992522542335605,0.04057620409060919,0.018803606773696944,0.012755663074554651,0.06179898834396305,0.42214647020013196,0.4444444444444444,0.23529411764705882,0.8138564273789649
Marcelo Huertas,1106.0,122.0,298.0,20.0,80.0,36.0,46.0,114.0,234.0,36.0,9.0,99.0,300.0,PG,75,200.0,0.018083182640144666,0.0325497287522604,0.10307414104882459,0.2115732368896926,0.0325497287522604,0.0081374321880651,0.08951175406871609,0.27124773960216997,0.018083182640144666,0.0325497287522604,0.10307414104882459,0.2115732368896926,0.0325497287522604,0.0081374321880651,0.08951175406871609,0.27124773960216997,0.40939597315436244,0.25,0.782608695652174
Marcin Gortat,19897.0,3350.0,6025.0,4.0,24.0,1141.0,1668.0,6154.0,769.0,373.0,895.0,889.0,7845.0,C,83,240.0,0.0002010353319595919,0.05734532844147359,0.30929285821983216,0.038649042569231545,0.018746544705231946,0.04498165552595869,0.0446801025280193,0.3942805448057496,0.0002010353319595919,0.05734532844147359,0.30929285821983216,0.038649042569231545,0.018746544705231946,0.04498165552595869,0.0446801025280193,0.3942805448057496,0.5560165975103735,0.16666666666666666,0.684052757793765
Marco Belinelli,14903.0,2204.0,5191.0,853.0,2262.0,948.0,1140.0,1321.0,1080.0,375.0,44.0,665.0,6209.0,SG,77,210.0,0.057236797960142256,0.06361135341877475,0.08863987116687916,0.07246863047708516,0.025162718915654567,0.002952425686103469,0.04462188821042743,0.4166275246594645,0.057236797960142256,0.06361135341877475,0.08863987116687916,0.07246863047708516,0.025162718915654567,0.002952425686103469,0.04462188821042743,0.4166275246594645,0.4245810055865922,0.3770999115826702,0.8315789473684211
Marcus Banks,7843.0,1067.0,2431.0,190.0,566.0,610.0,791.0,717.0,1037.0,345.0,83.0,606.0,2934.0,PG,74,200.0,0.024225423944919035,0.07777636108631901,0.0914190998342471,0.1322198138467423,0.04398826979472141,0.010582685196990948,0.07726635216116282,0.37409154660206556,0.024225423944919035,0.07777636108631901,0.0914190998342471,0.1322198138467423,0.04398826979472141,0.010582685196990948,0.07726635216116282,0.37409154660206556,0.43891402714932126,0.33568904593639576,0.7711757269279393
Marcus Brown,229.0,32.0,84.0,13.0,39.0,15.0,21.0,22.0,23.0,8.0,2.0,16.0,92.0,SG,75,185.0,0.056768558951965066,0.06550218340611354,0.09606986899563319,0.10043668122270742,0.034934497816593885,0.008733624454148471,0.06986899563318777,0.4017467248908297,0.056768558951965066,0.06550218340611354,0.09606986899563319,0.10043668122270742,0.034934497816593885,0.008733624454148471,0.06986899563318777,0.4017467248908297,0.38095238095238093,0.3333333333333333,0.7142857142857143
Marcus Camby,32350.0,4133.0,8865.0,22.0,100.0,1817.0,2737.0,10914.0,2130.0,1112.0,2562.0,1510.0,10105.0,C,83,220.0,0.0006800618238021638,0.05616692426584235,0.3373724884080371,0.06584234930448223,0.03437403400309119,0.07919629057187016,0.04667697063369397,0.3123647604327666,0.0006800618238021638,0.05616692426584235,0.3373724884080371,0.06584234930448223,0.03437403400309119,0.07919629057187016,0.04667697063369397,0.3123647604327666,0.4662154540327129,0.22,0.6638655462184874
Marcus Fizer,6032.0,1103.0,2536.0,21.0,110.0,555.0,803.0,1340.0,352.0,134.0,81.0,428.0,2782.0,PF,81,262.0,0.0034814323607427057,0.09200928381962865,0.22214854111405835,0.058355437665782495,0.022214854111405835,0.013428381962864722,0.0709549071618037,0.46120689655172414,0.0034814323607427057,0.09200928381962865,0.22214854111405835,0.058355437665782495,0.022214854111405835,0.013428381962864722,0.0709549071618037,0.46120689655172414,0.4349369085173502,0.19090909090909092,0.6911581569115816
Marcus Haislip,854.0,125.0,286.0,7.0,20.0,54.0,82.0,131.0,16.0,15.0,34.0,39.0,311.0,PF,82,230.0,0.00819672131147541,0.06323185011709602,0.15339578454332553,0.01873536299765808,0.01756440281030445,0.03981264637002342,0.04566744730679157,0.36416861826697894,0.00819672131147541,0.06323185011709602,0.15339578454332553,0.01873536299765808,0.01756440281030445,0.03981264637002342,0.04566744730679157,0.36416861826697894,0.4370629370629371,0.35,0.6585365853658537
Marcus Landry,222.0,32.0,86.0,18.0,56.0,6.0,10.0,38.0,0.0,2.0,4.0,12.0,88.0,SF,79,230.0,0.08108108108108109,0.02702702702702703,0.17117117117117117,0.0,0.009009009009009009,0.018018018018018018,0.05405405405405406,0.3963963963963964,0.08108108108108109,0.02702702702702703,0.17117117117117117,0.0,0.009009009009009009,0.018018018018018018,0.05405405405405406,0.3963963963963964,0.37209302325581395,0.32142857142857145,0.6
Marcus Liberty,4853.0,823.0,2000.0,76.0,222.0,329.0,506.0,986.0,261.0,200.0,77.0,288.0,2051.0,SF,80,205.0,0.01566041623737894,0.06779311765917989,0.20317329486915311,0.05378116628889347,0.041211621677313,0.015866474345765505,0.05934473521533072,0.42262518030084484,0.01566041623737894,0.06779311765917989,0.20317329486915311,0.05378116628889347,0.041211621677313,0.015866474345765505,0.05934473521533072,0.42262518030084484,0.4115,0.34234234234234234,0.650197628458498
Marcus Morris,12440.0,1910.0,4472.0,611.0,1711.0,678.0,970.0,2044.0,709.0,346.0,124.0,553.0,5109.0,SF,81,235.0,0.04911575562700965,0.0545016077170418,0.16430868167202572,0.056993569131832796,0.027813504823151126,0.009967845659163987,0.04445337620578778,0.4106913183279743,0.04911575562700965,0.0545016077170418,0.16430868167202572,0.056993569131832796,0.027813504823151126,0.009967845659163987,0.04445337620578778,0.4106913183279743,0.4271019677996422,0.3571011104617183,0.6989690721649484
Marcus Smart,5874.0,628.0,1755.0,246.0,845.0,414.0,543.0,783.0,757.0,315.0,70.0,329.0,1916.0,PG,76,220.0,0.04187946884576098,0.07048008171603677,0.13329928498467825,0.1288729996595165,0.05362614913176711,0.01191692202928158,0.056009533537623425,0.32618318011576436,0.04187946884576098,0.07048008171603677,0.13329928498467825,0.1288729996595165,0.05362614913176711,0.01191692202928158,0.056009533537623425,0.32618318011576436,0.3578347578347578,0.2911242603550296,0.7624309392265194
Marcus Thornton,16645.0,3082.0,7336.0,1077.0,3020.0,1115.0,1355.0,2040.0,1010.0,601.0,92.0,729.0,8356.0,SG,76,205.0,0.06470411534995495,0.06698708320817062,0.12255932712526284,0.060678882547311505,0.036106939020726946,0.005527185340943226,0.04379693601682187,0.5020126164013217,0.06470411534995495,0.06698708320817062,0.12255932712526284,0.060678882547311505,0.036106939020726946,0.005527185340943226,0.04379693601682187,0.5020126164013217,0.42011995637949834,0.3566225165562914,0.8228782287822878
Marcus Vinicius,172.0,16.0,35.0,8.0,19.0,10.0,18.0,19.0,7.0,3.0,2.0,9.0,50.0,SF,80,225.0,0.046511627906976744,0.05813953488372093,0.11046511627906977,0.040697674418604654,0.01744186046511628,0.011627906976744186,0.05232558139534884,0.29069767441860467,0.046511627906976744,0.05813953488372093,0.11046511627906977,0.040697674418604654,0.01744186046511628,0.011627906976744186,0.05232558139534884,0.29069767441860467,0.45714285714285713,0.42105263157894735,0.5555555555555556
Marcus Webb,51.0,13.0,25.0,0.0,1.0,13.0,21.0,10.0,2.0,1.0,2.0,5.0,39.0,PF,81,255.0,0.0,0.2549019607843137,0.19607843137254902,0.0392156862745098,0.0196078431372549,0.0392156862745098,0.09803921568627451,0.7647058823529411,0.0,0.2549019607843137,0.19607843137254902,0.0392156862745098,0.0196078431372549,0.0392156862745098,0.09803921568627451,0.7647058823529411,0.52,0.0,0.6190476190476191
Marcus Williams,3170.0,439.0,1149.0,126.0,392.0,148.0,193.0,385.0,580.0,89.0,9.0,295.0,1152.0,PG,75,205.0,0.03974763406940063,0.04668769716088328,0.12145110410094637,0.1829652996845426,0.02807570977917981,0.0028391167192429023,0.09305993690851735,0.3634069400630915,0.03974763406940063,0.04668769716088328,0.12145110410094637,0.1829652996845426,0.02807570977917981,0.0028391167192429023,0.09305993690851735,0.3634069400630915,0.38207136640557005,0.32142857142857145,0.7668393782383419
Marcus Williams,3170.0,439.0,1149.0,126.0,392.0,148.0,193.0,385.0,580.0,89.0,9.0,295.0,1152.0,PG,79,205.0,0.03974763406940063,0.04668769716088328,0.12145110410094637,0.1829652996845426,0.02807570977917981,0.0028391167192429023,0.09305993690851735,0.3634069400630915,0.03974763406940063,0.04668769716088328,0.12145110410094637,0.1829652996845426,0.02807570977917981,0.0028391167192429023,0.09305993690851735,0.3634069400630915,0.38207136640557005,0.32142857142857145,0.7668393782383419
Mardy Collins,3661.0,401.0,1025.0,51.0,158.0,140.0,233.0,443.0,438.0,141.0,32.0,261.0,993.0,SG,78,220.0,0.013930620049166894,0.03824091778202677,0.12100518983884184,0.11963944277519803,0.03851406719475553,0.008740781207320403,0.07129199672220704,0.2712373668396613,0.013930620049166894,0.03824091778202677,0.12100518983884184,0.11963944277519803,0.03851406719475553,0.008740781207320403,0.07129199672220704,0.2712373668396613,0.39121951219512197,0.3227848101265823,0.6008583690987125
Mario Bennett,606.0,111.0,208.0,1.0,3.0,46.0,90.0,182.0,24.0,31.0,22.0,33.0,269.0,PF,78,235.0,0.0016501650165016502,0.07590759075907591,0.30033003300330036,0.039603960396039604,0.05115511551155116,0.036303630363036306,0.054455445544554455,0.4438943894389439,0.0016501650165016502,0.07590759075907591,0.30033003300330036,0.039603960396039604,0.05115511551155116,0.036303630363036306,0.054455445544554455,0.4438943894389439,0.5336538461538461,0.3333333333333333,0.5111111111111111
Mario Chalmers,17197.0,1950.0,4642.0,748.0,2111.0,1216.0,1531.0,1585.0,2445.0,959.0,102.0,1195.0,5864.0,PG,74,190.0,0.04349595859742979,0.07071000755945804,0.09216723847182648,0.1421759609234169,0.05576554050125022,0.005931267081467698,0.06948886433680293,0.3409897075071233,0.04349595859742979,0.07071000755945804,0.09216723847182648,0.1421759609234169,0.05576554050125022,0.005931267081467698,0.06948886433680293,0.3409897075071233,0.4200775527789746,0.354334438654666,0.7942521227955585
Mario Elie,19298.0,2202.0,4651.0,578.0,1582.0,1520.0,1781.0,2127.0,1920.0,690.0,139.0,990.0,6502.0,SF,77,210.0,0.029951290289149134,0.07876463882267593,0.11021867551041559,0.09949217535495906,0.03575500051818841,0.007202818944968391,0.05130065291740077,0.3369261063322624,0.029951290289149134,0.07876463882267593,0.11021867551041559,0.09949217535495906,0.03575500051818841,0.007202818944968391,0.05130065291740077,0.3369261063322624,0.47344657062997203,0.36536030341340076,0.8534531162268388
Mario Hezonja,2373.0,298.0,748.0,110.0,336.0,89.0,104.0,322.0,171.0,69.0,31.0,155.0,795.0,SF,80,215.0,0.046354825115887066,0.03750526759376317,0.13569321533923304,0.07206068268015171,0.029077117572692796,0.013063632532659082,0.0653181626632954,0.3350189633375474,0.046354825115887066,0.03750526759376317,0.13569321533923304,0.07206068268015171,0.029077117572692796,0.013063632532659082,0.0653181626632954,0.3350189633375474,0.3983957219251337,0.3273809523809524,0.8557692307692307
Mario Kasun,569.0,78.0,167.0,0.0,1.0,42.0,66.0,188.0,11.0,10.0,16.0,41.0,198.0,C,85,260.0,0.0,0.07381370826010544,0.3304042179261863,0.019332161687170474,0.01757469244288225,0.028119507908611598,0.07205623901581722,0.34797891036906853,0.0,0.07381370826010544,0.3304042179261863,0.019332161687170474,0.01757469244288225,0.028119507908611598,0.07205623901581722,0.34797891036906853,0.46706586826347307,0.0,0.6363636363636364
Mario West,796.0,56.0,125.0,2.0,10.0,40.0,71.0,142.0,51.0,45.0,8.0,31.0,154.0,SG,77,210.0,0.002512562814070352,0.05025125628140704,0.17839195979899497,0.06407035175879397,0.056532663316582916,0.010050251256281407,0.038944723618090454,0.1934673366834171,0.002512562814070352,0.05025125628140704,0.17839195979899497,0.06407035175879397,0.056532663316582916,0.010050251256281407,0.038944723618090454,0.1934673366834171,0.448,0.2,0.5633802816901409
Mark Acres,6251.0,540.0,1065.0,8.0,15.0,319.0,479.0,1592.0,185.0,140.0,110.0,248.0,1407.0,C,83,220.0,0.0012797952327627579,0.051031834906414976,0.25467925131978886,0.029595264757638778,0.022396416573348264,0.017597184450487923,0.0396736522156455,0.22508398656215006,0.0012797952327627579,0.051031834906414976,0.25467925131978886,0.029595264757638778,0.022396416573348264,0.017597184450487923,0.0396736522156455,0.22508398656215006,0.5070422535211268,0.5333333333333333,0.6659707724425887
Mark Aguirre,30327.0,7787.0,16135.0,443.0,1432.0,3952.0,5337.0,4964.0,3149.0,732.0,332.0,2514.0,19969.0,SF,78,232.0,0.014607445510601115,0.13031292247831966,0.16368252712104725,0.10383486662050319,0.02413690770600455,0.010947340653543048,0.08289642892472054,0.6584561611765094,0.014607445510601115,0.13031292247831966,0.16368252712104725,0.10383486662050319,0.02413690770600455,0.010947340653543048,0.08289642892472054,0.6584561611765094,0.48261543229005266,0.30935754189944137,0.7404909124976579
Mark Alarie,5500.0,1037.0,2184.0,34.0,135.0,324.0,418.0,1120.0,363.0,132.0,109.0,309.0,2432.0,PF,80,217.0,0.0061818181818181816,0.05890909090909091,0.20363636363636364,0.066,0.024,0.019818181818181818,0.05618181818181818,0.4421818181818182,0.0061818181818181816,0.05890909090909091,0.20363636363636364,0.066,0.024,0.019818181818181818,0.05618181818181818,0.4421818181818182,0.4748168498168498,0.2518518518518518,0.7751196172248804
Mark Blount,17624.0,2543.0,5092.0,37.0,103.0,1133.0,1556.0,3457.0,668.0,409.0,652.0,1230.0,6256.0,C,84,230.0,0.0020994098955969135,0.06428733545165684,0.19615297321833863,0.03790285973672265,0.023206990467544257,0.03699500680889696,0.0697911938266001,0.35497049477984566,0.0020994098955969135,0.06428733545165684,0.19615297321833863,0.03790285973672265,0.023206990467544257,0.03699500680889696,0.0697911938266001,0.35497049477984566,0.49941084053417123,0.3592233009708738,0.7281491002570694
Mark Bryant,13579.0,1744.0,3500.0,1.0,12.0,837.0,1200.0,3012.0,495.0,331.0,196.0,668.0,4326.0,PF,81,245.0,7.364312541424258e-05,0.06163929597172104,0.22181309374769864,0.036453347080050075,0.024375874512114294,0.014434052581191546,0.04919360777671404,0.3185801605420134,7.364312541424258e-05,0.06163929597172104,0.22181309374769864,0.036453347080050075,0.024375874512114294,0.014434052581191546,0.04919360777671404,0.3185801605420134,0.4982857142857143,0.08333333333333333,0.6975
Mark Davis,4197.0,571.0,1275.0,30.0,134.0,343.0,506.0,771.0,322.0,226.0,85.0,348.0,1515.0,SF,78,195.0,0.007147962830593281,0.08172504169644984,0.1837026447462473,0.07672146771503455,0.05384798665713605,0.020252561353347628,0.08291636883488206,0.36097212294496067,0.007147962830593281,0.08172504169644984,0.1837026447462473,0.07672146771503455,0.05384798665713605,0.020252561353347628,0.08291636883488206,0.36097212294496067,0.44784313725490194,0.22388059701492538,0.6778656126482213
Mark Davis,4197.0,571.0,1275.0,30.0,134.0,343.0,506.0,771.0,322.0,226.0,85.0,348.0,1515.0,SF,79,210.0,0.007147962830593281,0.08172504169644984,0.1837026447462473,0.07672146771503455,0.05384798665713605,0.020252561353347628,0.08291636883488206,0.36097212294496067,0.007147962830593281,0.08172504169644984,0.1837026447462473,0.07672146771503455,0.05384798665713605,0.020252561353347628,0.08291636883488206,0.36097212294496067,0.44784313725490194,0.22388059701492538,0.6778656126482213
Mark Eaton,25169.0,2072.0,4526.0,0.0,2.0,1072.0,1653.0,6939.0,840.0,368.0,3064.0,1293.0,5216.0,C,88,275.0,0.0,0.042592077555723314,0.2756962930589217,0.033374389129484684,0.014621160951964718,0.12173705749135842,0.05137272041002821,0.20723906392784774,0.0,0.042592077555723314,0.2756962930589217,0.033374389129484684,0.014621160951964718,0.12173705749135842,0.05137272041002821,0.20723906392784774,0.45779938135218734,0.0,0.6485178463399879
